ax  ay  az  gx  gy  gz  mx  my  mz  seq tempC
0.11094588041305542 -0.18870578706264496 9.771639823913574 -0.009507225826382637 -0.006418051663786173 0.007390995509922504 26.58670997619629 -14.613770484924316 30.071022033691406 64675 25.921077728271484
0.10709869861602783 -0.1934410035610199 9.797808647155762 -0.011252728290855885 -0.007661125622689724 0.00869841780513525 25.42961311340332 -14.593070983886719 31.643321990966797 64676 25.873153686523438
0.11962783336639404 -0.17199468612670898 9.795429229736328 -0.010386466979980469 -0.006962531711906195 0.009279023855924606 25.72451400756836 -14.446221351623535 31.80712127685547 64677 25.68146324157715
0.12804967164993286 -0.20536857843399048 9.78829288482666 -0.01038849726319313 -0.007826474495232105 0.01018944475799799 25.854110717773438 -15.484220504760742 30.05107307434082 64678 25.873153686523438
0.13420641422271729 -0.198196142911911 9.807324409484863 -0.009366516955196857 -0.006989512126892805 0.0075940475799143314 25.71746253967285 -15.617572784423828 30.99877166748047 64679 25.873153686523438
0.11284250020980835 -0.19104070961475372 9.812082290649414 -0.010619757696986198 -0.010439122095704079 0.008243998512625694 25.71746253967285 -15.617572784423828 30.99877166748047 64680 25.77730941772461
0.12231290340423584 -0.22919529676437378 9.793050765991211 -0.007029288448393345 -0.006650867871940136 0.006723755970597267 26.15201187133789 -15.043070793151855 30.535873413085938 64681 26.112768173217773
0.09343177080154419 -0.20059926807880402 9.790671348571777 -0.00978819653391838 -0.004862282425165176 0.009721198119223118 26.15201187133789 -15.043070793151855 30.535873413085938 64682 25.921077728271484
0.10990440845489502 -0.20535153150558472 9.802566528320312 -0.009581868536770344 -0.00806663278490305 0.007742159068584442 26.450212478637695 -14.892322540283203 31.01677131652832 64683 25.873153686523438
0.10908621549606323 -0.1791415810585022 9.797808647155762 -0.005645942874252796 -0.00850528571754694 0.008092657662928104 23.959312438964844 -14.595470428466797 31.309722900390625 64684 25.873153686523438
0.11341583728790283 -0.19582711160182953 9.795429229736328 -0.008738121017813683 -0.00843278132379055 0.013391345739364624 26.453962326049805 -13.724870681762695 31.50802230834961 64685 25.873153686523438
0.12119019031524658 -0.20057937502861023 9.807324409484863 -0.013198122382164001 -0.00885864533483982 0.00951120350509882 25.124658584594727 -14.606420516967773 30.53017234802246 64686 25.921077728271484
0.10824084281921387 -0.2053714245557785 9.785913467407227 -0.007407692261040211 -0.005533259361982346 0.007048934232443571 25.12885856628418 -15.473719596862793 30.8355712890625 64687 25.921077728271484
0.11663919687271118 -0.2006077915430069 9.78353500366211 -0.009267049841582775 -0.005687407683581114 0.008688650093972683 25.284862518310547 -14.881372451782227 31.796321868896484 64688 25.9689998626709
0.09680622816085815 -0.21965380012989044 9.800187110900879 -0.010915566235780716 -0.006905169691890478 0.009264792315661907 25.284862518310547 -14.881372451782227 31.796321868896484 64689 25.729385375976562
0.11105424165725708 -0.18152765929698944 9.795429229736328 -0.011245395056903362 -0.009994224645197392 0.011697353795170784 25.8706111907959 -15.464720726013184 31.636571884155273 64690 25.921077728271484
0.11658847332000732 -0.21491006016731262 9.781155586242676 -0.009619670920073986 -0.007566041313111782 0.008765025064349174 25.8706111907959 -15.464720726013184 31.636571884155273 64691 25.585617065429688
0.09322535991668701 -0.20298534631729126 9.78829288482666 -0.007896510884165764 -0.004699696786701679 0.007837721146643162 25.281112670898438 -14.449670791625977 31.48507308959961 64692 26.06484603881836
0.11710268259048462 -0.1815333515405655 9.790671348571777 -0.009228799492120743 -0.005775150842964649 0.010402089916169643 24.82781219482422 -14.464820861816406 30.211721420288086 64693 25.873153686523438
0.10641688108444214 -0.19583280384540558 9.790671348571777 -0.010249199345707893 -0.006161018740385771 0.009350760839879513 26.00756072998047 -15.621771812438965 30.68497085571289 64694 25.77730941772461
0.09923791885375977 -0.20296545326709747 9.80494499206543 -0.009592816233634949 -0.0070485747419297695 0.009300371631979942 26.151561737060547 -14.607470512390137 30.541723251342773 64695 25.68146324157715
0.12502574920654297 -0.17677541077136993 9.78353500366211 -0.008712164126336575 -0.008741011843085289 0.008454078808426857 25.412813186645508 -14.322171211242676 30.061721801757812 64696 25.921077728271484
0.11814677715301514 -0.18867169320583344 9.800187110900879 -0.011247253976762295 -0.008170156739652157 0.007919312454760075 27.17546272277832 -14.90282154083252 30.232271194458008 64697 25.921077728271484
0.11225420236587524 -0.20058220624923706 9.80494499206543 -0.010341159999370575 -0.0071082087233662605 0.006566629745066166 27.17546272277832 -14.90282154083252 30.232271194458008 64698 25.921077728271484
0.11106604337692261 -0.200596421957016 9.793050765991211 -0.00854945182800293 -0.005185115151107311 0.00801942590624094 26.582361221313477 -13.60127067565918 29.7675724029541 64699 25.9689998626709
0.12744969129562378 -0.19584132730960846 9.78353500366211 -0.009893136098980904 -0.005655358079820871 0.009405700489878654 26.582361221313477 -13.60127067565918 29.7675724029541 64700 25.9689998626709
